NOMBRE,FAMILIA,PRECIO_COMPRA,PRECIO_VENTA,IVA,MARGEN,EAN,ALTA,CANTIDAD,CANTIDAD_RESTOCK,PROVEEDOR,,,,,,,,,,,,,,
SURTIDO SALADO 8U,BOLLERIA SALADA,0.76,1,10,20,8 SURTIDO SALAD,1,0,20,,,,,,,,,,,,,,,0
DOTS 1U,BOLLERIA DULCE,0.24,0.55,10,20,DOTS1,1,0,20,,,,,,,,,,,,,,,0
DOTS 3U,BOLLERIA DULCE,0.62,1.25,10,20,DOTS3,1,0,20,,,,,,,,,,,,,,,0
NAPOLITANA CHOCO 1U,BOLLERIA DULCE,0.57,0.75,10,20,NAPOLITA,1,0,20,,,,,,,,,,,,,,,0
NAPOLITANAS CHOCO 2U,BOLLERIA DULCE,0.95,1.25,10,20,NAPOLITANAS,1,0,20,,,,,,,,,,,,,,,0
CROISANT MIDIS 2U,BOLLERIA DULCE,0.76,1,10,20,MIDIS2,1,0,20,,,,,,,,,,,,,,,0
CROISANT MIDIS 5U,ALIMENTACION,1.52,2,10,20,MIDIS5,1,0,20,,,,,,,,,,,,,,,0
FARTON CHOCO,BOLLERIA DULCE,0.34,0.45,10,20,FARTON CHOCO,1,0,20,,,,,,,,,,,,,,,0
FARTONS 3U,BOLLERIA DULCE,0.76,1,10,20,FARTON,1,0,20,,,,,,,,,,,,,,,0
FARTONS HOJALDRADO 8* 2.30,ALIMENTACION,1.74,2.3,10,20,789456,1,0,20,,,,,,,,,,,,,,,0
COCA AZUCAR,BOLLERIA DULCE,1.12,0.6,10,20,COCA DE AZUCAR,1,0,20,,,,,,,,,,,,,,,0
COCA AZUCAR 2U,BOLLERIA DULCE,0.76,1,10,20,COCA DE AZUCAR.,1,0,20,,,,,,,,,,,,,,,0
BOOGUIE MILKA,BOLLERIA DULCE,0.66,0.9,10,20,BOOGUIE MILKA,1,0,20,,,,,,,,,,,,,,,0
BOOGUIE OREO,BOLLERIA DULCE,0.68,0.9,10,20,BOOGUIE OREO,1,0,20,,,,,,,,,,,,,,,0
BOOGUIE SIMPSONS,BOLLERIA DULCE,0.38,0.5,10,20,BOOGUIE SIMPSON,1,0,20,,,,,,,,,,,,,,,0
MERENGUE AZUCAR,BOLLERIA DULCE,1.29,1.7,10,20,MERENGUE AZUCAR,1,0,20,,,,,,,,,,,,,,,0
MERENGUE CAFE,BOLLERIA DULCE,1.29,1.7,10,20,MERENGUE CAFE,1,0,20,,,,,,,,,,,,,,,0
ENSAIMADA MINI 1U,BOLLERIA DULCE,0.34,0.45,10,20,ENSAIMADA MINI,1,0,20,,,,,,,,,,,,,,,0
ENSAIMADA MINI 3U,BOLLERIA DULCE,0.76,1,10,20,ENSAIMADA MINI3,1,0,20,,,,,,,,,,,,,,,0
MINILUNAS MANZANA 3U,ALIMENTACION,0.91,1.2,10,20,MINIILUNA MANZ,1,0,20,,,,,,,,,,,,,,,0
MINILUNAS MANZANA 6U,ALIMENTACION,1.52,2,10,20,MINI LUNA6,1,0,20,,,,,,,,,,,,,,,0
MINIXUXU CREMA 1,BOLLERIA DULCE,0.38,0.5,10,20,MINIXUXU CREMA,1,0,20,,,,,,,,,,,,,,,0
MINI XUXUS CREMA 3,BOLLERIA DULCE,1.02,1.35,10,20,MINIXUXUS,1,0,20,,,,,,,,,,,,,,,0
SUSPIROS,BOLLERIA DULCE,0.8,1.05,10,20,SUSPIROS,1,0,20,,,,,,,,,,,,,,,0
MINI TRENZA PECAN 1,BOLLERIA DULCE,0.34,0.45,10,20,MINI TREN PECAN,1,0,20,,,,,,,,,,,,,,,0
MINI PASTELITOS SURTIDOS 8 * 4,BOLLERIA DULCE,2.32,4,10,20,MINI PASTELES,1,0,20,,,,,,,,,,,,,,,0
SUPER CROISSANT MANTEQUILLA 1 UD.,BOLLERIA DULCE,0.61,0.8,10,20,SUP CROISSANT M,1,0,20,,,,,,,,,,,,,,,0
SUPER CROISSANT MANTEQUILLA 2 UDS,ALIMENTACION,1.14,1.5,10,20,S CROISSAN,1,0,20,,,,,,,,,,,,,,,0
CROISSANT RECTO 1U,BOLLERIA DULCE,0.34,0.45,10,20,CROISSANT,1,0,20,,,,,,,,,,,,,,,0
CROISSANT RECTO 3U,BOLLERIA DULCE,0.83,1.1,10,20,CROISSANT R,1,0,20,,,,,,,,,,,,,,,0
MILKA MUFFIN,ALIMENTACION,0.61,0.8,10,20,MUFFIN MILKA,1,0,20,,,,,,,,,,,,,,,0
BANDAS DE HOJALDRE,BOLLERIA DULCE,2.84,3.75,10,20,BANDAS,1,0,20,,,,,,,,,,,,,,,0
CROISSANT BRIOX BOMBON 2* 1.30,BOLLERIA DULCE,0.98,1.3,10,20,CROISSANT BR,1,0,20,,,,,,,,,,,,,,,0
PASTEL DE BONIATO 6,ALIMENTACION,1.78,2.35,10,20,PASTEL DE BON,1,0,20,,,,,,,,,,,,,,,0
DONUTS COLORES 1,BOLLERIA DULCE,0.49,0.65,10,20,DONUTS COLO,1,0,20,,,,,,,,,,,,,,,0
DONUTS COLORES 2,ALIMENTACION,0.83,1.1,10,20,DONUTS..COLO,1,0,20,,,,,,,,,,,,,,,0
CROISSANT BOMBON BLANCO,BOLLERIA DULCE,0.61,0.8,10,20,COISSANT BLA,1,0,20,,,,,,,,,,,,,,,0
ROLLITOS DE ANIS 10,BOLLERIA DULCE,0.76,1,10,20,ROLLITOS DE ANI,1,0,20,,,,,,,,,,,,,,,0
ROLLITO DE VINO 20,BOLLERIA DULCE,0.76,1,10,20,ROLLITO DE VI,1,0,20,,,,,,,,,,,,,,,0
MINI MALLAS 6U,SERVICIOS,1.52,2,10,20,MINI MALLAS,1,0,20,,,,,,,,,,,,,,,0
COCA DE SAL 1U,BOLLERIA SALADA,0.48,0.6,4,20,COCA DE SAL,1,0,20,,,,,,,,,,,,,,,0
COCA DE SAL 2U,BOLLERIA SALADA,0.8,1,4,20,COCA DE SAL .,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA VERDURA 1U,BOLLERIA SALADA,0.53,0.7,10,20,EMP.VERD.,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA VERDURAS 2U,BOLLERIA SALADA,0.91,1.2,10,20,EMP.VERD3,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA ATUN 1U,BOLLERIA SALADA,0.53,0.7,10,20,EMP.ATUN1,1,0,20,,,,,,,,,,,,,,,0
EMPANADILLA ATUN 2U,BOLLERIA SALADA,0.91,1.2,10,20,EMP.ATUN2,1,0,20,,,,,,,,,,,,,,,0
TORTA DE EMBUTIDO,BOLLERIA SALADA,1.17,1.55,10,20,TORTA DE EMB,1,0,20,,,,,,,,,,,,,,,0
PIZZA YORK Y QUESO,BOLLERIA SALADA,1.21,1.6,10,20,PIZZA YORK QUES,1,0,20,,,,,,,,,,,,,,,0
MINI EMPANADILLA LONGANIZAS 1U,BOLLERIA SALADA,0.3,0.4,10,20,MINI EMPA,1,0,20,,,,,,,,,,,,,,,0
MINI EMPANADILLAS PISTO 1U,BOLLERIA SALADA,0.3,0.4,10,20,MINI EMPANA,1,0,20,,,,,,,,,,,,,,,0
MINI-PIZZAS VAR 5,BOLLERIA SALADA,1.06,1.4,10,20,MINI PIZZAS,1,0,20,,,,,,,,,,,,,,,0
MINI PIZZA VARIADA,BOLLERIA SALADA,0.23,0.3,10,20,MINI PI,1,0,20,,,,,,,,,,,,,,,0
SNECKEN QUESO,BOLLERIA SALADA,0.76,1,10,20,SNECKEN QUESO,1,0,20,,,,,,,,,,,,,,,0
CROISSANT QUESO / ESPINACAS,BOLLERIA SALADA,0.49,0.7,10,20,CROISSANT QUESO,1,0,20,,,,,,,,,,,,,,,0
MINI DELICIAS,PANADERIA,0.11,0.15,10,20,MINI DEL,1,0,20,,,,,,,,,,,,,,,0
FARTONS 3,ALIMENTACION,0.76,1,10,20,FARTON NOR,1,0,20,,,,,,,,,,,,,,,0
FARTON 7,ALIMENTACION,1.52,2,10,20,FARTO,1,0,20,,,,,,,,,,,,,,,0
MINI TARTA MANZANA 1U,BOLLERIA DULCE,0.61,0.8,10,20,MINI TARTA,1,0,20,,,,,,,,,,,,,,,0
MINI TARTA MANZANA 2U,BOLLERIA DULCE,1.14,1.5,10,20,MINI TARTA MA,1,0,20,,,,,,,,,,,,,,,0
MINI CROISSANT 1U,BOLLERIA DULCE,0.3,0.4,10,20,MINI CROI,1,0,20,,,,,,,,,,,,,,,0
MINI CROISSANT 6U,BOLLERIA DULCE,0.76,1,10,20,MINI CROISSANT,1,0,20,,,,,,,,,,,,,,,0
BERLIDOTS,BOLLERIA DULCE,0.72,0.95,10,20,BERLIDOT,1,0,20,,,,,,,,,,,,,,,0
DOKYO 3,BOLLERIA DULCE,0.83,1.1,10,20,DOKYO,1,0,20,,,,,,,,,,,,,,,0
JOSELITOS,BOLLERIA DULCE,0.3,0.4,10,20,JOSELITOS,1,0,20,,,,,,,,,,,,,,,0
JOSELITOS 6,ALIMENTACION,1.52,2,10,20,JOSELITOS ..,1,0,20,,,,,,,,,,,,,,,0
LIONESAS NATA 1 UD.,BOLLERIA DULCE,0.29,0.6,10,20,LIONESA 1 UD.,1,0,20,,,,,,,,,,,,,,,0
LIONESAS NATA 6U * 3.5 Ç,ALIMENTACION,1.74,3.5,10,20,LIONESAS 6 UD.,1,0,20,,,,,,,,,,,,,,,0
MEDIA LUNA CHOCO CREMA,BOLLERIA DULCE,1.14,1.5,10,20,MEDIA LUNA,1,0,20,,,,,,,,,,,,,,,0
MINILUNA,PANADERIA,0.34,0.45,10,20,MINILUNA BE,1,0,20,,,,,,,,,,,,,,,0
BOCATA 4 CEREALES,BOLLERIA SALADA,0.39,0.49,4,20,BOCATA 4 CER,1,0,20,,,,,,,,,,,,,,,0
MEDIA PIAMONTE,PANADERIA,0.36,0.45,4,20,MEDIA PIAMO,1,0,20,,,,,,,,,,,,,,,0
MEDIA PIAMONTE CENTENO,BOLLERIA SALADA,0.4,0.5,4,20,MEDIA CENTE,1,0,20,,,,,,,,,,,,,,,0
BARRA INTREGAL 50 %,PANADERIA,0.41,0.55,4,20,BARRA SALVADO,1,0,20,,,,,,,,,,,,,,,0
BARRA CASTELLANA,PANADERIA,0.46,0.6,4,20,CASTELLANA,1,0,20,,,,,,,,,,,,,,,0
BARRA MEIGA,PANADERIA,0.53,0.7,4,20,MEIGA,1,0,20,,,,,,,,,,,,,,,0
BAGUETTE,BOLLERIA SALADA,0.32,0.4,4,20,BAGUETTE,1,0,20,,,,,,,,,,,,,,,0
BARRA HUERTA,PANADERIA,0.48,0.6,4,20,HUERTA,1,0,20,,,,,,,,,,,,,,,0
BARRA MEDITERRAN,PANADERIA,0.57,0.71,4,20,MEDITERRANEA,1,0,20,,,,,,,,,,,,,,,0
MARKET,BOLLERIA SALADA,0.2,0.25,4,20,MARKET,1,0,20,,,,,,,,,,,,,,,0
PAN DE ACEITE,PANADERIA,0.48,0.6,4,20,PAN DE ACEITE,1,0,20,,,,,,,,,,,,,,,0
BARRA DE AGUA,BOLLERIA SALADA,0.52,0.65,4,20,BARRA DE AGUA,1,0,20,,,,,,,,,,,,,,,0
BARRA 400 GR,PANADERIA,0.64,0.8,4,20,BARRA 400 GR,1,0,20,,,,,,,,,,,,,,,0
MOLLET 1,BOLLERIA SALADA,0.32,0.4,4,20,MOLLET 1,1,0,20,,,,,,,,,,,,,,,0
MOLLET 3,BOLLERIA SALADA,0.8,1,4,20,MOLLET 3,1,0,20,,,,,,,,,,,,,,,0
ANIS TENIS 1L.,BEBIDAS,9.4,11.95,21,20,8410548000011,1,0,20,510101,,,,,,,,,,,,,,0
TERRY CENTENARIO,BEBIDAS,6.75,8.78,21,20,8410162011127,1,0,20,510303,,,,,,,,,,,,,,0
MAGNO,BEBIDAS,7.7,10.74,21,20,8410337001083,1,0,20,510312,,,,,,,,,,,,,,0
JB,GENERICA,8.26,11.99,21,20,5010103800945,1,0,20,,,,,,,,,,,,,,,0
VETERANO,BEBIDAS,6.8,8.99,21,20,8410337031028,1,0,20,510310,,,,,,,,,,,,,,0
CUTTY SARK 1L,BEBIDAS,9.25,12.98,21,20,5010504100057,1,0,20,766520,,,,,,,,,,,,,,0
CUTTY SARK 0.70 CL,BEBIDAS,7.65,10.41,21,20,5010504100095,1,0,20,510505,,,,,,,,,,,,,,0
BALLANTINES 0.7 L,BEBIDAS,9.25,12.64,21,20,5000299606292,1,0,20,510512,,,,,,,,,,,,,,0
BAILEYS CREMA WHISKY 0.70 CL.,BEBIDAS,8.48,12.5,21,20,5011013100156,1,0,20,511301,,,,,,,,,,,,,,0
NEGRITA RON DORADO 70 CL.,BEBIDAS,6.7,8.91,21,20,8410490001043,1,0,20,511101,,,,,,,,,,,,,,0
BRUGAL RON AÐEJO 70 CL.,BEBIDAS,9.35,12.9,21,20,7460855200353,1,0,20,345789,,,,,,,,,,,,,,0
JOSE CUERVO TEQUILA 70 CL.,BEBIDAS,9.8,13.79,21,20,7501035042131,1,0,20,511963,,,,,,,,,,,,,,0
RUAVIEJA LICOR DE HIERVAS 0.70 CL,BEBIDAS,6.35,8.91,21,20,8412006102152,1,0,20,510722,,,,,,,,,,,,,,0
BEEFEATER GINEBRA 0.70 CL,BEBIDAS,10.1,13.25,21,20,5000299605042,1,0,20,511007,,,,,,,,,,,,,,0
MARIE BRIZARD 1 L,BEBIDAS,6.6,9.15,21,20,8410643001234,1,0,20,510107,,,,,,,,,,,,,,0
LICOR DE ARROZ,GENERICA,6.12,8.89,21,20,8410548003050,1,0,20,,,,,,,,,,,,,,,0
MARTINI NEGRO 1L,GENERICA,6.54,9.5,21,20,3011932000805,1,0,20,,,,,,,,,,,,,,,0
MARTINI BLANCO 1 L.,BEBIDAS,6.5,9.5,21,20,5010677925006,1,0,20,510802,,,,,,,,,,,,,,0
PUERTO DE INDIAS GINEBRA 0.7 CL.,BEBIDAS,10.9,14.96,21,20,8437004142115,1,0,20,101755,,,,,,,,,,,,,,0
LARIOS GINEBRA 1 L.,BEBIDAS,7.98,10.9,21,20,8411144100082,1,0,20,511006,,,,,,,,,,,,,,0
MISTELA MOSCATEL TURIS,BEBIDAS,2.35,3.5,21,20,8410419411038,1,0,20,800330,,,,,,,,,,,,,,0
JAGERMEIFTER,BEBIDAS,8.95,12.8,21,20,4067700015082,1,0,20,101638,,,,,,,,,,,,,,0
ZOCO PACHARAN 1 L.,BEBIDAS,7.75,10.5,21,20,8410614001003,1,0,20,510207,,,,,,,,,,,,,,0
DETERGENTE DIXAN 3.750L,DROGUERIA,5.33,9.85,21,20,8410436313100,1,0,20,5628,,,,,,,,,,,,,,0
CAPRICHO JABON DE MARSELLA 2 LIT.(26 LAV,DROGUERIA,2.02,3.05,21,20,8410874001515,1,0,20,5192,,,,,,,,,,,,,,0
DETERGENTE ORO NEGRO,DROGUERIA,2.24,3.25,21,20,8410498130059,1,0,20,1619,,,,,,,,,,,,,,0
DETERGENTE ORO MARSELLA,GENERICA,2.06,2.99,21,20,8410498007160,1,0,20,,,,,,,,,,,,,,,0
DETERGENTE ASEVI ALOE VERA,DROGUERIA,2.15,3.3,21,20,8411582235629,1,0,20,966,,,,,,,,,,,,,,0
DETERGENTE ARIEL LIQUIDO,GENERICA,3.62,5.25,21,20,8001090756879,1,0,20,,,,,,,,,,,,,,,0
ASEVI DETERGENTE LIQ 42 DOSIS MARSELLA,DROGUERIA,2.15,3.25,21,20,8411582236619,1,0,20,7367,,,,,,,,,,,,,,0
DETERGENTE ASEVI GEL ACTIVO,DROGUERIA,2.15,3.3,21,20,8411582236602,1,0,20,7423,,,,,,,,,,,,,,0
DETERGENTE ASEVI COLORES,DROGUERIA,2.15,3.3,21,20,8411582235636,1,0,20,1837,,,,,,,,,,,,,,0
DETERGENTE ASEVI ROSA MOSQUETA,DROGUERIA,2.15,3.3,21,20,8411582236626,1,0,20,2518,,,,,,,,,,,,,,0
CALGON ANTICAL PASTILLAS,DROGUERIA,3.02,5.15,21,20,4002448003533,1,0,20,5916,,,,,,,,,,,,,,0
ASEVI LIMPIADOR PAELLAS Y CALDEROS,DROGUERIA,1.01,1.69,21,20,8411582265305,1,0,20,82378,,,,,,,,,,,,,,0
NEUTREX LEJIA COLOR 800 ML,GENERICA,1.1,1.59,21,20,8410436181983,1,0,20,,,,,,,,,,,,,,,0
ASEVI SUAVIZANTE COLONIA,DROGUERIA,1.12,1.85,21,20,8411582230433,1,0,20,4873,,,,,,,,,,,,,,0
ASEVI FRIEGA SUELOS CIAN,DROGUERIA,1.2,1.85,21,20,8411582211432,1,0,20,4864,,,,,,,,,,,,,,0
ASEVI FRIEGA SUELOS NARANJA,DROGUERIA,1.2,1.85,21,20,8411582211418,1,0,20,2987,,,,,,,,,,,,,,0
ASEVI FRIEGA SUELOS MIO,DROGUERIA,1.17,1.85,21,20,8411582211425,1,0,20,7013,,,,,,,,,,,,,,0
ASEVI SUAVIZANTE SENSITIF,DROGUERIA,1.17,1.85,21,20,8411582230457,1,0,20,3930,,,,,,,,,,,,,,0
ASEVI SUAVIZANTE TALCO ROSA,DROGUERIA,1.12,1.85,21,20,8411582230426,1,0,20,9680,,,,,,,,,,,,,,0
ASEVI AMBIENTADOR PULV. 400 ML LOEME,DROGUERIA,1.18,2,21,20,8411582203215,1,0,20,1780,,,,,,,,,,,,,,0
ASEVI SUAVIZANTE AZUL,DROGUERIA,1.12,1.85,21,20,8411582230402,1,0,20,7474,,,,,,,,,,,,,,0
ASEVI SUAVIZANTE ZEN,DROGUERIA,1.32,2.19,21,20,8411582230440,1,0,20,2515,,,,,,,,,,,,,,0
ASEVI SUAVIZANTE PASION & TIARE,DROGUERIA,1.32,2.19,21,20,8411582230464,1,0,20,3565,,,,,,,,,,,,,,0
ASEVI QUITAGRASAS,DROGUERIA,1.58,2.29,21,20,8411582261345,1,0,20,5364,,,,,,,,,,,,,,0
ANIAN GEL HIGIENIZANTE 500 ML.,DROGUERIA,1.9,2.9,21,20,8414716406070,1,0,20,103553,,,,,,,,,,,,,,0
ASEVI AMBIENTADOR PULV. 400 ML BRISA,DROGUERIA,1.18,1.99,21,20,8411582207213,1,0,20,520,,,,,,,,,,,,,,0
PAPEL COCINA DON AHORRO ROTOLOTO,DROGUERIA,0.99,1.49,21,20,8007593500353,1,0,20,5359,,,,,,,,,,,,,,0
PAPEL HIGIENICO RENOVA,DROGUERIA,1.02,1.89,21,20,5601028028301,1,0,20,101132,,,,,,,,,,,,,,0
LAVANDERA LEJIA CLASICA 2 LITROS,DROGUERIA,0.5,0.85,21,20,8437014202069,1,0,20,3016,,,,,,,,,,,,,,0
VIAL PLUS AGUA DESTILADA,GENERICA,0.54,0.78,21,20,8436008995284,1,0,20,,,,,,,,,,,,,,,0
ACE LEJIA REGULAR,DROGUERIA,0.95,1.49,21,20,8001480020429,1,0,20,7194,,,,,,,,,,,,,,0
ELENA JABON LAVADORA EN POLVO,DROGUERIA,3.08,4.35,21,20,8410104042066,1,0,20,6383,,,,,,,,,,,,,,0
LAVANDERA LEJIA LAVADORA 2 L. PERFUMADA,DROGUERIA,0.57,1,21,20,8437014202083,1,0,20,3023,,,,,,,,,,,,,,0
LEJIA CONEJO 2 L.,DROGUERIA,1.25,1.69,21,20,8410436392693,1,0,20,460,,,,,,,,,,,,,,0
LAVANDERA LIMP.OXIG.ACTIVO  2L.,DROGUERIA,1.51,2.19,21,20,8437014202496,1,0,20,3030,,,,,,,,,,,,,,0
ASEVI ANTICAL BAÐOS,DROGUERIA,1.3,2.04,21,20,8411582243310,1,0,20,,,,,,,,,,,,,,,0
LEJIA NEUTREX,DROGUERIA,1.01,1.89,21,20,8410436400992,1,0,20,463,,,,,,,,,,,,,,0
VOLTARIN SUELOS Y TARIMAS,DROGUERIA,1.09,2.11,21,20,8436008360051,1,0,20,3179,,,,,,,,,,,,,,0
CRISTASOL CRISTALINO,DROGUERIA,1.28,2,21,20,8437014689051,1,0,20,3537,,,,,,,,,,,,,,0
DETERGENTE DIXAN GEL ADIOS AL SEPARAR,DROGUERIA,2.4,3.69,21,20,8410436315722,1,0,20,6419,,,,,,,,,,,,,,0
LAS TRES BRUJAS LIMPIADOR 1 LT MARMO,DROGUERIA,1.71,2.5,21,20,8411370130204,1,0,20,6189,,,,,,,,,,,,,,0
DETERGENTE COLON CAPS POWER GEL,DROGUERIA,1.75,2.95,21,20,8410104885724,1,0,20,,,,,,,,,,,,,,,0
DETERGENTE DIXAN DUO CAPS 14 UNID.,GENERICA,2.19,3.18,21,20,8410436286459,1,0,20,,,,,,,,,,,,,,,0
ARIEL TABS 3 EN 1 REGULAR 18 CAPSULAS,DROGUERIA,2.8,3.99,21,20,8001090843876,1,0,20,5581,,,,,,,,,,,,,,0
MULTIUSOS LAS TRES BRUJAS PH NEUTRO,DROGUERIA,1.67,2.35,21,20,8411370131003,1,0,20,5856,,,,,,,,,,,,,,0
VOLVONE LIMPIADOR,DROGUERIA,1.11,1.42,21,20,8413329070098,1,0,20,9325,,,,,,,,,,,,,,0
DETERGENTE LAVANDERA CAPS. SENSITIVE,DROGUERIA,2.1,3.24,21,20,8435495804987,1,0,20,3026,,,,,,,,,,,,,,0
LIMPIADOR PATO WC ACCION TOTAL,GENERICA,1.65,2.39,21,20,8412400251005,1,0,20,,,,,,,,,,,,,,,0
DON LIMPIO BAÐOS 469 ML. PISTOLA,DROGUERIA,0.6,1,21,20,4084500093607,1,0,20,4820,,,,,,,,,,,,,,0
SUAVIZANTE VERNEL CIELO AZUL,DROGUERIA,1.34,2.2,21,20,8410436220941,1,0,20,,,,,,,,,,,,,,,0
SUAVIZANTE LENOR CONCENTRADO,DROGUERIA,0.98,1.65,21,20,8001841997421,1,0,20,2229,,,,,,,,,,,,,,0
FLOR SUAV. DILUIDO 44D 2.20 L AZUL,DROGUERIA,1.38,2.2,21,20,8410104880118,1,0,20,221,,,,,,,,,,,,,,0
SUAVIZANTE FLOR CONCENTRADO 53 L,DROGUERIA,1.21,2.19,21,20,8410104895464,1,0,20,83363,,,,,,,,,,,,,,0
DETERGENTE CAPSULAS LAVANDERA UNIVERSAL,DROGUERIA,2.1,3.24,21,20,8435495805045,1,0,20,3029,,,,,,,,,,,,,,0
SUAVIZANTE CONCENTRADO AROMATERAPIA,DROGUERIA,1.34,2.2,21,20,8410436221115,1,0,20,,,,,,,,,,,,,,,0
BOLSAS BASURA USO DOMESTICO,DROGUERIA,0.56,1,21,20,8410835006887,1,0,20,3148,,,,,,,,,,,,,,0
DISCOS GEL PATO WC,GENERICA,2.26,3.28,21,20,5000204966558,1,0,20,,,,,,,,,,,,,,,0
TOALLITAS BLANQUEANTES MICOLOR,GENERICA,1.28,2.6,21,20,8410436277310,1,0,20,,,,,,,,,,,,,,,0
FREGONA DON AHORRO TIRAS LILA,DROGUERIA,1.02,2,21,20,8410622615223,1,0,20,533,,,,,,,,,,,,,,0
FREGONA DON AHORRO MICROFIBRA,DROGUERIA,1.06,2,21,20,8410622615209,1,0,20,2220,,,,,,,,,,,,,,0
BOLSAS BASURA COMUNIDAD,DROGUERIA,1.19,2,21,20,8410835006870,1,0,20,1537,,,,,,,,,,,,,,0
LAVAVAJILLAS FLOTA 850ML,DROGUERIA,0.65,1.1,21,20,8410046112070,1,0,20,2372,,,,,,,,,,,,,,0
DISICLIN DESINFECTANTE MULTIS.PISTOLA LA,DROGUERIA,1.19,2.11,21,20,8421335004471,1,0,20,2140,,,,,,,,,,,,,,0
DETERGENTE LIQUIDO LA ABUELA ALOE VERA,DROGUERIA,1.24,2,21,20,8424932011040,1,0,20,128,,,,,,,,,,,,,,0
DETERGENTE LIQUIDO LA ABUELA NATURAL,DROGUERIA,1.24,2,21,20,8424932011019,1,0,20,3437,,,,,,,,,,,,,,0
AMONIACO M.P.L. PERFUMADO,DROGUERIA,0.49,1,21,20,8436032031422,1,0,20,759,,,,,,,,,,,,,,0
SALFUMANT LAVANDERA,GENERICA,0.54,0.78,21,20,8437014202182,1,0,20,,,,,,,,,,,,,,,0
CLOROMAX LEJIA CON DETERGENTE BAÐO 2 L,DROGUERIA,0.62,1,21,20,8410931008792,1,0,20,8046,,,,,,,,,,,,,,0
LIMPIAHOGAR LAVANDERA 2 EN 1 PINO,DROGUERIA,0.6,1.15,21,20,8437014202045,1,0,20,3028,,,,,,,,,,,,,,0
LIMPIAHOGAR LAVANDERA 2 EN 1 LIMON,DROGUERIA,0.58,1.15,21,20,8437014202052,1,0,20,3509,,,,,,,,,,,,,,0
LIMPIADOR TEEN BIOALCOHOL,DROGUERIA,1.41,2,21,20,8410436103176,1,0,20,880,,,,,,,,,,,,,,0
VIAL ABRILLANTADOR LAVAVAJILLAS,DROGUERIA,1.38,2,21,20,8436008997103,1,0,20,,,,,,,,,,,,,,,0
SANYTOL LIMPIADOR DESINFECTANTE,DROGUERIA,1.56,2.4,21,20,8411660170231,1,0,20,3555,,,,,,,,,,,,,,0
VINAGRE DE LIMPIEZA DON AHORRO,DROGUERIA,0.45,1,21,20,8427806077722,1,0,20,3715,,,,,,,,,,,,,,0
FAIRY ULTRA REGULAR FRCO.  480 ML.,DROGUERIA,1.28,2.12,21,20,4015400917304,1,0,20,2237,,,,,,,,,,,,,,0
FAIRY ULTRA ALOE VERA FRCO. 340 ML.,DROGUERIA,0.66,1.04,21,20,8001841433806,1,0,20,4115,,,,,,,,,,,,,,0
VITROCLEN,GENERICA,2.62,3.8,21,20,8410104802004,1,0,20,,,,,,,,,,,,,,,0
SOSA CAUSTICA,GENERICA,1.89,2.75,21,20,8421960002552,1,0,20,,,,,,,,,,,,,,,0
FORZA LIMPIAHORNOS SPRAY 18 ONZAS,DROGUERIA,3.48,5.67,21,20,5000204805987,1,0,20,1209,,,,,,,,,,,,,,0
CUCAL SPRAY 400ML,DROGUERIA,2.51,3.85,21,20,8436032711300,1,0,20,2179,,,,,,,,,,,,,,0
INSECTICIDA CASA JARDIN ROSAS,DROGUERIA,1.95,3.1,21,20,8410189200009,1,0,20,7950,,,,,,,,,,,,,,0
INSECTICIDA ORO MOSCAS Y MOSQUITOS,DROGUERIA,1.45,2.8,21,20,8410498010689,1,0,20,5773,,,,,,,,,,,,,,0
LIMPIAHORNOS ORO 300ML,DROGUERIA,0.9,1.49,21,20,8410498030601,1,0,20,3290,,,,,,,,,,,,,,0
LAVAVAJILLAS FINISH 30 PASTILLAS,DROGUERIA,3.56,4.69,21,20,8410104124250,1,0,20,186,,,,,,,,,,,,,,0
LAVAVAJILLAS FLOTA 20 CAPSULAS,DROGUERIA,2.17,3.35,21,20,8410046611214,1,0,20,8576,,,,,,,,,,,,,,0
DISCOS DESMAQUILLANTES DEMAK-UP,DROGUERIA,0.92,1.5,21,20,3228061018506,1,0,20,2572,,,,,,,,,,,,,,0
BASTONCILLOS BEL,DROGUERIA,0.65,1.55,21,20,4046871009229,1,0,20,6792,,,,,,,,,,,,,,0
SAL 2 KG. LAVAVAJILLAS DIRANZO,DROGUERIA,0.96,1.4,21,20,8412813009026,1,0,20,,,,,,,,,,,,,,,0
COLGATE BLANQUEADOR BICARBONATO 75 ML.,DROGUERIA,0.67,1,21,20,8718951114906,1,0,20,7482,,,,,,,,,,,,,,0
DENTIFRICO CLOROFILA LICOR DEL POLO,DROGUERIA,0.7,1,21,20,8410642103106,1,0,20,7972,,,,,,,,,,,,,,0
CEPILLO DENTAL PREMIER COLGATE,DROGUERIA,0.31,1,21,20,8714789733487,1,0,20,6811,,,,,,,,,,,,,,0
MASCARILLAS QUIRURGICAS,DROGUERIA,1.08,1.35,4,20,6973512356689,1,0,20,103589,,,,,,,,,,,,,,0
TOALLITAS DODOT 64 UNID,GENERICA,1,1.45,21,20,8001090134226,1,0,20,,,,,,,,,,,,,,,0
